Protein Name,Gene Name,AD ROC,AD q-value,AD direction,PDD ROC,PDD q-value,PDD direction,PD-noMCI ROC,PD-noMCI q-value,PD-noMCI direction,HC ROC,HC q-value,HC direction,Dementia ROC,Dementia q-value,Dementia direction,Parkinson's ROC,Parkinson's q-value,Parkinson's direction
sp|Q9NWV8|BABA1_HUMAN,BABA1,0.596666667,0.572882121,decreased,0.546666667,0.899352028,decreased,0.52,0.932451087,increased,0.623333333,0.996900209,increased,0.6075,0.602718804,decreased,0.52,0.910333831,decreased
sp|P48163|MAOX_HUMAN,MAOX,0.646666667,0.37384572,increased,0.666666667,0.484784693,decreased,0.7,0.309956878,decreased,0.72,0.996900209,increased,0.515,0.954224132,decreased,0.775,0.029231356,decreased
sp|P20774|MIME_HUMAN,MIME,0.533333333,0.875823383,decreased,0.676666667,0.448372378,increased,0.516666667,0.942954422,decreased,0.626666667,0.996900209,decreased,0.6075,0.602718804,increased,0.62,0.397160452,increased
sp|P05121|PAI1_HUMAN,PAI1,0.646666667,0.37384572,increased,0.736666667,0.29063469,decreased,0.586666667,0.64232523,decreased,0.676666667,0.996900209,increased,0.5675,0.739084018,decreased,0.7425,0.055480012,decreased
sp|P0C0S8|H2A1_HUMAN / sp|Q6FI13|H2A2A_HUMAN / sp|P20671|H2A1D_HUMAN / sp|Q9BTM1|H2AJ_HUMAN / sp|Q99878|H2A1J_HUMAN / sp|Q96KK5|H2A1H_HUMAN / sp|Q16777|H2A2C_HUMAN,H2A1,0.52,0.928173789,decreased,0.663333333,0.496935773,increased,0.58,0.66218869,decreased,0.563333333,0.996900209,decreased,0.6075,0.602718804,increased,0.5625,0.689724428,increased
sp|P04908|H2A1B_HUMAN / sp|Q7L7L0|H2A3_HUMAN / sp|Q93077|H2A1C_HUMAN,H2A1B,0.52,0.928173789,decreased,0.663333333,0.496935773,increased,0.58,0.66218869,decreased,0.563333333,0.996900209,decreased,0.6075,0.602718804,increased,0.5625,0.689724428,increased
sp|P12109|CO6A1_HUMAN,CO6A1,0.51,0.965364325,decreased,0.653333333,0.521927887,increased,0.633333333,0.475354683,decreased,0.51,0.996900209,decreased,0.6075,0.602718804,increased,0.515,0.937764523,increased
sp|P49841|GSK3B_HUMAN,GSK3B,0.786666667,0.065226951,decreased,0.646666667,0.559232228,increased,0.763333333,0.201772154,increased,0.623333333,0.996900209,decreased,0.605,0.608706439,decreased,0.8075,0.012618129,increased
sp|P07737|PROF1_HUMAN,PROF1,0.736666667,0.132268441,decreased,0.596666667,0.745137136,increased,0.71,0.296030692,increased,0.57,0.996900209,decreased,0.605,0.608706439,decreased,0.73,0.071747055,increased
sp|O00154|BACH_HUMAN,BACH,0.663333333,0.318122064,decreased,0.523333333,0.954854768,increased,0.756666667,0.212548236,increased,0.616666667,0.996900209,decreased,0.605,0.608706439,decreased,0.71,0.104682375,increased
sp|Q9UJS0|S2513_HUMAN,S2513,0.646666667,0.37384572,increased,0.533333333,0.934120519,decreased,0.503333333,0.992623502,decreased,0.61,0.996900209,decreased,0.585,0.670450194,increased,0.5275,0.863352138,decreased
sp|Q6P1M0|S27A4_HUMAN,S27A4,0.646666667,0.37384572,increased,0.623333333,0.636459379,decreased,0.55,0.796446094,decreased,0.526666667,0.996900209,increased,0.5175,0.944257504,increased,0.63,0.3536022,decreased
sp|Q9UHQ4|BAP29_HUMAN,BAP29,0.776666667,0.075597982,decreased,0.636666667,0.59256787,increased,0.636666667,0.467393649,increased,0.503333333,0.996900209,increased,0.605,0.608706439,decreased,0.705,0.114173152,increased
sp|P18669|PGAM1_HUMAN,PGAM1,0.643333333,0.388081113,decreased,0.503333333,0.995613332,increased,0.743333333,0.239823153,increased,0.603333333,0.996900209,decreased,0.605,0.608706439,decreased,0.685,0.162418896,increased
sp|P61088|UBE2N_HUMAN,UBE2N,0.696666667,0.21687892,decreased,0.556666667,0.868302204,increased,0.67,0.367680691,increased,0.53,0.996900209,decreased,0.605,0.608706439,decreased,0.67,0.199017725,increased
sp|P49593|PPM1F_HUMAN,PPM1F,0.696666667,0.21687892,decreased,0.556666667,0.868302204,increased,0.66,0.391166407,increased,0.52,0.996900209,decreased,0.605,0.608706439,decreased,0.6625,0.21948831,increased
sp|O14662|STX16_HUMAN,STX16,0.646666667,0.37384572,increased,0.7,0.38907745,decreased,0.573333333,0.686849378,increased,0.52,0.996900209,decreased,0.54,0.854896308,decreased,0.595,0.521342284,decreased
sp|P18206|VINC_HUMAN,VINC,0.643333333,0.388081113,decreased,0.503333333,0.995613332,increased,0.696666667,0.310251449,increased,0.556666667,0.996900209,decreased,0.605,0.608706439,decreased,0.65,0.268835769,increased
sp|P51798|CLCN7_HUMAN,CLCN7,0.61,0.513743552,decreased,0.75,0.267314181,increased,0.55,0.796446094,decreased,0.59,0.996900209,decreased,0.605,0.608706439,increased,0.65,0.268835769,increased
sp|Q16881|TRXR1_HUMAN,TRXR1,0.646666667,0.37384572,increased,0.663333333,0.496935773,decreased,0.606666667,0.566023002,increased,0.59,0.996900209,decreased,0.5125,0.964449385,decreased,0.5425,0.790685814,decreased
sp|Q8IYT4|KATL2_HUMAN,KATL2,0.57,0.702858937,decreased,0.71,0.356120505,increased,0.516666667,0.942954422,decreased,0.623333333,0.996900209,decreased,0.605,0.608706439,increased,0.645,0.289208642,increased
sp|Q9P2D8|UNC79_HUMAN,UNC79,0.646666667,0.37384572,increased,0.626666667,0.6258633,decreased,0.57,0.703263112,decreased,0.55,0.996900209,increased,0.515,0.954224132,increased,0.6475,0.278587344,decreased
sp|P00505|AATM_HUMAN,AATM,0.643333333,0.388081113,increased,0.516666667,0.96525993,decreased,0.586666667,0.64232523,decreased,0.54,0.996900209,decreased,0.595,0.630765383,increased,0.5775,0.607038462,decreased
sp|P04114|APOB_HUMAN,APOB,0.643333333,0.388081113,increased,0.65,0.542235216,decreased,0.65,0.431240759,decreased,0.656666667,0.996900209,increased,0.505,0.9948082,decreased,0.725,0.079357474,decreased
sp|Q5M775|CYTSB_HUMAN,CYTSB,0.643333333,0.388081113,increased,0.733333333,0.296039905,decreased,0.556666667,0.76786076,decreased,0.646666667,0.996900209,increased,0.5675,0.739084018,decreased,0.7175,0.092061193,decreased
sp|O95965|ITGBL_HUMAN,ITGBL,0.643333333,0.388081113,increased,0.626666667,0.6258633,increased,0.646666667,0.436619814,decreased,0.623333333,0.996900209,decreased,0.7025,0.521565295,increased,0.515,0.937764523,decreased
sp|P02730|B3AT_HUMAN,B3AT,0.546666667,0.815226592,decreased,0.686666667,0.413772458,increased,0.5,1,decreased,0.64,0.996900209,decreased,0.605,0.608706439,increased,0.64,0.309496996,increased
sp|P33176|KINH_HUMAN,KINH,0.643333333,0.388081113,increased,0.56,0.859905941,decreased,0.696666667,0.310251449,decreased,0.613333333,0.996900209,increased,0.5625,0.75786164,increased,0.6925,0.145549278,decreased
sp|P01130|LDLR_HUMAN,LDLR,0.643333333,0.388081113,increased,0.623333333,0.636459379,decreased,0.533333333,0.872420475,decreased,0.513333333,0.996900209,increased,0.515,0.954224132,increased,0.6175,0.407005565,decreased
sp|P17936|IBP3_HUMAN,IBP3,0.67,0.298306976,decreased,0.53,0.935104022,increased,0.64,0.459851023,increased,0.5,1,decreased,0.605,0.608706439,decreased,0.6275,0.365214234,increased
sp|Q92859|NEO1_HUMAN,NEO1,0.643333333,0.388081113,increased,0.54,0.915622684,decreased,0.64,0.459851023,decreased,0.536666667,0.996900209,increased,0.5775,0.698558463,increased,0.635,0.329281885,decreased
sp|Q96M27|PRRC1_HUMAN,PRRC1,0.74,0.127541977,decreased,0.6,0.730173911,increased,0.566666667,0.717681614,increased,0.573333333,0.996900209,increased,0.605,0.608706439,decreased,0.625,0.377424437,increased
sp|Q9Y3D6|FIS1_HUMAN,FIS1,0.596666667,0.572882121,decreased,0.543333333,0.907248369,decreased,0.693333333,0.3204817,increased,0.553333333,0.996900209,decreased,0.605,0.608706439,decreased,0.6125,0.42797993,increased
sp|Q14318|FKBP8_HUMAN,FKBP8,0.613333333,0.500799996,decreased,0.526666667,0.947882682,decreased,0.65,0.431240759,increased,0.51,0.996900209,decreased,0.605,0.608706439,decreased,0.5925,0.534121022,increased
sp|Q9NVM9|INT13_HUMAN,INT13,0.6,0.558110232,decreased,0.54,0.915622684,decreased,0.653333333,0.418142227,increased,0.513333333,0.996900209,decreased,0.605,0.608706439,decreased,0.585,0.568745174,increased
sp|Q9HCM2|PLXA4_HUMAN,PLXA4,0.643333333,0.388081113,increased,0.663333333,0.496935773,decreased,0.506666667,0.984480413,decreased,0.526666667,0.996900209,increased,0.515,0.954224132,decreased,0.6275,0.365214234,decreased
sp|Q4V328|GRAP1_HUMAN,GRAP1,0.563333333,0.733320179,decreased,0.576666667,0.815722066,decreased,0.663333333,0.380155866,increased,0.523333333,0.996900209,decreased,0.605,0.608706439,decreased,0.565,0.673419216,increased
sp|P62937|PPIA_HUMAN,PPIA,0.573333333,0.68524833,decreased,0.566666667,0.84677824,decreased,0.65,0.431240759,increased,0.51,0.996900209,decreased,0.605,0.608706439,decreased,0.5625,0.689724428,increased
sp|P40763|STAT3_HUMAN,STAT3,0.643333333,0.388081113,increased,0.523333333,0.954854768,decreased,0.51,0.970909944,increased,0.63,0.996900209,decreased,0.59,0.653470533,increased,0.51,0.959802349,decreased
sp|O95810|CAVN2_HUMAN,CAVN2,0.62,0.476259127,decreased,0.52,0.956699224,decreased,0.59,0.632390677,increased,0.55,0.996900209,increased,0.605,0.608706439,decreased,0.5525,0.737960087,increased
sp|Q9BZH6|WDR11_HUMAN,WDR11,0.506666667,0.979776119,decreased,0.633333333,0.601068318,decreased,0.69,0.321245666,increased,0.55,0.996900209,decreased,0.605,0.608706439,decreased,0.5425,0.790685814,increased
sp|P30405|PPIF_HUMAN,PPIF,0.596666667,0.572882121,decreased,0.543333333,0.907248369,decreased,0.51,0.970909944,decreased,0.65,0.996900209,increased,0.605,0.608706439,decreased,0.54,0.802007185,decreased
sp|Q14008|CKAP5_HUMAN,CKAP5,0.566666667,0.715258378,decreased,0.573333333,0.825762735,decreased,0.62,0.523169459,increased,0.52,0.996900209,increased,0.605,0.608706439,decreased,0.535,0.825220622,increased
sp|Q8N556|AFAP1_HUMAN,AFAP1,0.64,0.399153903,increased,0.623333333,0.636459379,decreased,0.536666667,0.860031723,decreased,0.52,0.996900209,increased,0.5125,0.964449385,increased,0.62,0.397160452,decreased
sp|P62136|PP1A_HUMAN,PP1A,0.54,0.84451972,decreased,0.6,0.730173911,decreased,0.583333333,0.649143772,increased,0.556666667,0.996900209,increased,0.605,0.608706439,decreased,0.5125,0.950158038,decreased
sp|O15144|ARPC2_HUMAN,ARPC2,0.563333333,0.733320179,decreased,0.576666667,0.815722066,decreased,0.576666667,0.672885683,increased,0.563333333,0.996900209,increased,0.605,0.608706439,decreased,0.5,1,decreased
sp|P55072|TERA_HUMAN,TERA,0.93,0.013318774,decreased,0.793333333,0.179536206,increased,0.776666667,0.181083539,increased,0.64,0.996900209,decreased,0.6025,0.609816225,decreased,0.9275,0.000519021,increased
sp|Q6ZRY4|RBPS2_HUMAN,RBPS2,0.796666667,0.056399405,decreased,0.66,0.501713435,increased,0.736666667,0.258213291,increased,0.6,0.996900209,decreased,0.6025,0.609816225,decreased,0.7975,0.016718141,increased
sp|Q5VT79|AXA81_HUMAN / sp|P13928|ANXA8_HUMAN,AXA81,0.74,0.127541977,decreased,0.603333333,0.717991265,increased,0.75,0.232736227,increased,0.613333333,0.996900209,decreased,0.6025,0.609816225,decreased,0.765,0.036542207,increased
sp|Q9NRY5|F1142_HUMAN,F1142,0.793333333,0.060257881,decreased,0.656666667,0.514988495,increased,0.693333333,0.3204817,increased,0.556666667,0.996900209,decreased,0.6025,0.609816225,decreased,0.7625,0.038257063,increased
sp|P60228|EIF3E_HUMAN,EIF3E,0.64,0.399153903,increased,0.693333333,0.399659532,decreased,0.62,0.523169459,increased,0.566666667,0.996900209,decreased,0.54,0.854896308,decreased,0.555,0.725207243,decreased
sp|P12259|FA5_HUMAN,FA5,0.64,0.399153903,increased,0.523333333,0.954854768,decreased,0.586666667,0.64232523,decreased,0.53,0.996900209,decreased,0.5875,0.658937699,increased,0.5825,0.583568433,decreased
sp|P11233|RALA_HUMAN,RALA,0.726666667,0.149376238,decreased,0.59,0.771220591,increased,0.653333333,0.418142227,increased,0.516666667,0.996900209,decreased,0.6025,0.609816225,decreased,0.6825,0.167379121,increased
sp|P59190|RAB15_HUMAN,RAB15,0.676666667,0.275921463,decreased,0.54,0.915622684,increased,0.676666667,0.350726838,increased,0.54,0.996900209,decreased,0.6025,0.609816225,decreased,0.6625,0.21948831,increased
sp|P36404|ARL2_HUMAN,ARL2,0.61,0.513743552,decreased,0.746666667,0.267471131,increased,0.566666667,0.717681614,decreased,0.57,0.996900209,decreased,0.6025,0.609816225,increased,0.635,0.329281885,increased
sp|Q9NVI7|ATD3A_HUMAN,ATD3A,0.6,0.558110232,decreased,0.536666667,0.922960873,decreased,0.706666667,0.296886391,increased,0.57,0.996900209,decreased,0.6025,0.609816225,decreased,0.6275,0.365214234,increased
sp|Q9Y619|ORNT1_HUMAN,ORNT1,0.653333333,0.353875231,decreased,0.516666667,0.96525993,increased,0.603333333,0.579815749,increased,0.533333333,0.996900209,increased,0.6025,0.609816225,decreased,0.59,0.5451605,increased
sp|O75487|GPC4_HUMAN,GPC4,0.64,0.399153903,increased,0.613333333,0.685932205,decreased,0.723333333,0.271365625,decreased,0.696666667,0.996900209,increased,0.52,0.936789459,increased,0.7525,0.04599851,decreased
sp|P20042|IF2B_HUMAN,IF2B,0.64,0.399153903,increased,0.62,0.649489131,increased,0.583333333,0.649143772,decreased,0.676666667,0.996900209,decreased,0.695,0.521565295,increased,0.5275,0.863352138,increased
sp|Q9UFD9|RIM3A_HUMAN / sp|O95153|RIMB1_HUMAN,RIM3A,0.653333333,0.353875231,decreased,0.516666667,0.96525993,increased,0.603333333,0.579815749,increased,0.533333333,0.996900209,increased,0.6025,0.609816225,decreased,0.59,0.5451605,increased
sp|P49757|NUMB_HUMAN,NUMB,0.566666667,0.715258378,decreased,0.57,0.83536513,decreased,0.686666667,0.327395716,increased,0.55,0.996900209,decreased,0.6025,0.609816225,decreased,0.5875,0.555574922,increased
sp|P48740|MASP1_HUMAN,MASP1,0.64,0.399153903,increased,0.6,0.730173911,decreased,0.61,0.554952928,decreased,0.57,0.996900209,increased,0.53,0.899748702,increased,0.6575,0.237453734,decreased
sp|Q2TB90|HKDC1_HUMAN,HKDC1,0.63,0.438294329,decreased,0.506666667,0.988796416,decreased,0.623333333,0.510914218,increased,0.513333333,0.996900209,increased,0.6025,0.609816225,decreased,0.5875,0.555574922,increased
sp|P08575|PTPRC_HUMAN,PTPRC,0.66,0.331048619,decreased,0.523333333,0.954854768,increased,0.593333333,0.619664707,increased,0.543333333,0.996900209,increased,0.6025,0.609816225,decreased,0.5875,0.555574922,increased
sp|O00217|NDUS8_HUMAN,NDUS8,0.64,0.399153903,increased,0.64,0.586177234,decreased,0.623333333,0.510914218,decreased,0.623333333,0.996900209,increased,0.5,1,decreased,0.6975,0.133446788,decreased
sp|Q9NQR4|NIT2_HUMAN,NIT2,0.64,0.399153903,increased,0.63,0.618560545,decreased,0.566666667,0.717681614,decreased,0.556666667,0.996900209,increased,0.5075,0.983440442,increased,0.6475,0.278587344,decreased
sp|Q10567|AP1B1_HUMAN,AP1B1,0.633333333,0.425672964,decreased,0.503333333,0.995613332,decreased,0.616666667,0.530500415,increased,0.52,0.996900209,increased,0.6025,0.609816225,decreased,0.585,0.568745174,increased
sp|P02649|APOE_HUMAN,APOE,0.65,0.365777266,decreased,0.513333333,0.977174843,increased,0.6,0.591265295,increased,0.536666667,0.996900209,increased,0.6025,0.609816225,decreased,0.585,0.568745174,increased
sp|Q8TC12|RDH11_HUMAN,RDH11,0.593333333,0.588183349,decreased,0.543333333,0.907248369,decreased,0.65,0.431240759,increased,0.513333333,0.996900209,decreased,0.6025,0.609816225,decreased,0.58,0.596603645,increased
sp|P61604|CH10_HUMAN,CH10,0.606666667,0.528340472,decreased,0.53,0.935104022,decreased,0.636666667,0.467393649,increased,0.5,1,decreased,0.6025,0.609816225,decreased,0.58,0.596603645,increased
sp|O00151|PDLI1_HUMAN,PDLI1,0.616666667,0.489147376,decreased,0.52,0.956699224,decreased,0.606666667,0.566023002,increased,0.53,0.996900209,increased,0.6025,0.609816225,decreased,0.565,0.673419216,increased
sp|Q9H446|RWDD1_HUMAN,RWDD1,0.64,0.399153903,increased,0.71,0.356120505,decreased,0.526666667,0.902617362,increased,0.543333333,0.996900209,increased,0.5525,0.797361104,decreased,0.6375,0.319731187,decreased
sp|P35580|MYH10_HUMAN,MYH10,0.616666667,0.489147376,decreased,0.52,0.956699224,decreased,0.6,0.591265295,increased,0.536666667,0.996900209,increased,0.6025,0.609816225,decreased,0.56,0.702882475,increased
sp|P40238|TPOR_HUMAN,TPOR,0.64,0.399153903,increased,0.713333333,0.346485848,decreased,0.59,0.632390677,decreased,0.663333333,0.996900209,increased,0.555,0.783587075,decreased,0.7275,0.075289698,decreased
sp|Q9P1F3|ABRAL_HUMAN,ABRAL,0.636666667,0.412971101,increased,0.64,0.586177234,decreased,0.583333333,0.649143772,decreased,0.586666667,0.996900209,increased,0.5025,1,decreased,0.6675,0.20610799,decreased
sp|Q9BR76|COR1B_HUMAN,COR1B,0.536666667,0.860882397,decreased,0.6,0.730173911,decreased,0.54,0.843674355,increased,0.596666667,0.996900209,increased,0.6025,0.609816225,decreased,0.545,0.78011418,decreased
sp|P05771|KPCB_HUMAN,KPCB,0.613333333,0.500799996,decreased,0.523333333,0.954854768,decreased,0.573333333,0.686849378,increased,0.563333333,0.996900209,increased,0.6025,0.609816225,decreased,0.5375,0.814472066,increased
sp|Q8IZF2|AGRF5_HUMAN,AGRF5,0.636666667,0.412971101,increased,0.506666667,0.988796416,decreased,0.583333333,0.649143772,decreased,0.546666667,0.996900209,decreased,0.5975,0.626083156,increased,0.5675,0.660336376,decreased
sp|Q8IUX7|AEBP1_HUMAN,AEBP1,0.546666667,0.815226592,decreased,0.683333333,0.423268286,increased,0.643333333,0.44575261,decreased,0.506666667,0.996900209,increased,0.6025,0.609816225,increased,0.53,0.852120041,increased
sp|Q96CW1|AP2M1_HUMAN,AP2M1,0.636666667,0.412971101,increased,0.79,0.179536206,decreased,0.606666667,0.566023002,increased,0.546666667,0.996900209,increased,0.615,0.586839583,decreased,0.6375,0.319731187,decreased
sp|Q5SW96|ARH_HUMAN,ARH,0.636666667,0.412971101,increased,0.586666667,0.778105369,decreased,0.513333333,0.956207301,increased,0.563333333,0.996900209,decreased,0.5375,0.868799178,increased,0.555,0.725207243,decreased
sp|Q709C8|VP13C_HUMAN,VP13C,0.53,0.883376761,decreased,0.606666667,0.700889568,decreased,0.593333333,0.619664707,increased,0.543333333,0.996900209,increased,0.6025,0.609816225,decreased,0.51,0.959802349,decreased
sp|Q9ULV4|COR1C_HUMAN,COR1C,0.553333333,0.788472164,decreased,0.583333333,0.789512494,decreased,0.57,0.703263112,increased,0.566666667,0.996900209,increased,0.6025,0.609816225,decreased,0.51,0.959802349,decreased
sp|P24043|LAMA2_HUMAN,LAMA2,0.636666667,0.412971101,increased,0.516666667,0.96525993,increased,0.72,0.271365625,decreased,0.566666667,0.996900209,increased,0.615,0.586839583,increased,0.6525,0.257954744,decreased
sp|P29323|EPHB2_HUMAN / sp|Q15375|EPHA7_HUMAN,EPHB2,0.653333333,0.353875231,decreased,0.516666667,0.96525993,increased,0.513333333,0.956207301,decreased,0.65,0.996900209,increased,0.6025,0.609816225,decreased,0.5025,0.996438721,increased
sp|P08493|MGP_HUMAN,MGP,0.636666667,0.412971101,increased,0.543333333,0.907248369,decreased,0.526666667,0.902617362,decreased,0.566666667,0.996900209,decreased,0.57,0.729315601,increased,0.5525,0.737960087,decreased
sp|P25787|PSA2_HUMAN,PSA2,0.55,0.799788994,decreased,0.686666667,0.413772458,increased,0.686666667,0.327395716,decreased,0.55,0.996900209,increased,0.6025,0.609816225,increased,0.5,1,decreased
sp|O75380|NDUS6_HUMAN,NDUS6,0.636666667,0.412971101,increased,0.676666667,0.448372378,decreased,0.56,0.752240617,decreased,0.6,0.996900209,increased,0.53,0.899748702,decreased,0.6775,0.176557663,decreased
sp|P50995|ANX11_HUMAN,ANX11,0.883333333,0.017005605,decreased,0.75,0.267314181,increased,0.69,0.321245666,increased,0.556666667,0.996900209,decreased,0.6,0.617808641,decreased,0.83,0.00720166,increased
sp|P23284|PPIB_HUMAN,PPIB,0.79,0.062628909,decreased,0.656666667,0.514988495,increased,0.776666667,0.181083539,increased,0.643333333,0.996900209,decreased,0.6,0.617808641,decreased,0.825,0.008356205,increased
sp|P30566|PUR8_HUMAN,PUR8,0.636666667,0.412971101,increased,0.683333333,0.423268286,decreased,0.63,0.48677294,decreased,0.676666667,0.996900209,increased,0.535,0.87614951,decreased,0.735,0.064859852,decreased
sp|Q14157|UBP2L_HUMAN,UBP2L,0.706666667,0.192574956,decreased,0.573333333,0.825762735,increased,0.76,0.212548236,increased,0.626666667,0.996900209,decreased,0.6,0.617808641,decreased,0.75,0.049164946,increased
sp|Q02252|MMSA_HUMAN,MMSA,0.733333333,0.138113105,decreased,0.6,0.730173911,increased,0.71,0.296030692,increased,0.576666667,0.996900209,decreased,0.6,0.617808641,decreased,0.7325,0.067896102,increased
sp|P38646|GRP75_HUMAN,GRP75,0.706666667,0.192574956,decreased,0.573333333,0.825762735,increased,0.73,0.263689886,increased,0.596666667,0.996900209,decreased,0.6,0.617808641,decreased,0.7275,0.075289698,increased
sp|Q9UJC5|SH3L2_HUMAN,SH3L2,0.636666667,0.412971101,increased,0.673333333,0.460502445,decreased,0.573333333,0.686849378,decreased,0.61,0.996900209,increased,0.5275,0.909996475,decreased,0.685,0.162418896,decreased
sp|Q02978|M2OM_HUMAN,M2OM,0.67,0.298306976,decreased,0.536666667,0.922960873,increased,0.7,0.309956878,increased,0.566666667,0.996900209,decreased,0.6,0.617808641,decreased,0.6775,0.176557663,increased
sp|Q9Y210|TRPC6_HUMAN,TRPC6,0.636666667,0.412971101,increased,0.51,0.983073469,decreased,0.62,0.523169459,decreased,0.506666667,0.996900209,decreased,0.595,0.630765383,increased,0.5975,0.510957242,decreased
sp|P61006|RAB8A_HUMAN,RAB8A,0.676666667,0.275921463,decreased,0.543333333,0.907248369,increased,0.68,0.341393032,increased,0.546666667,0.996900209,decreased,0.6,0.617808641,decreased,0.6675,0.20610799,increased
sp|Q16181|SEPT7_HUMAN,SEPT7,0.62,0.476259127,decreased,0.513333333,0.977174843,decreased,0.7,0.309956878,increased,0.566666667,0.996900209,decreased,0.6,0.617808641,decreased,0.64,0.309496996,increased
sp|P60842|IF4A1_HUMAN,IF4A1,0.67,0.298306976,decreased,0.536666667,0.922960873,increased,0.59,0.632390677,increased,0.543333333,0.996900209,increased,0.6,0.617808641,decreased,0.595,0.521342284,increased
sp|Q15041|AR6P1_HUMAN,AR6P1,0.633333333,0.425672964,increased,0.77,0.225298222,decreased,0.586666667,0.64232523,increased,0.55,0.996900209,increased,0.6025,0.609816225,decreased,0.6375,0.319731187,decreased
sp|Q13873|BMPR2_HUMAN,BMPR2,0.633333333,0.425672964,increased,0.516666667,0.96525993,decreased,0.586666667,0.64232523,decreased,0.53,0.996900209,decreased,0.5875,0.658937699,increased,0.5775,0.607038462,decreased
sp|P55291|CAD15_HUMAN,CAD15,0.633333333,0.425672964,increased,0.67,0.479099082,increased,0.616666667,0.530500415,decreased,0.686666667,0.996900209,decreased,0.7275,0.521565295,increased,0.54,0.802007185,increased
sp|O14786|NRP1_HUMAN,NRP1,0.553333333,0.788472164,decreased,0.686666667,0.413772458,increased,0.566666667,0.717681614,decreased,0.566666667,0.996900209,decreased,0.6,0.617808641,increased,0.59,0.5451605,increased
sp|P05023|AT1A1_HUMAN,AT1A1,0.51,0.965364325,decreased,0.623333333,0.636459379,decreased,0.513333333,0.956207301,increased,0.62,0.996900209,increased,0.6,0.617808641,decreased,0.5825,0.583568433,decreased
sp|P35241|RADI_HUMAN,RADI,0.603333333,0.544244231,decreased,0.53,0.935104022,decreased,0.633333333,0.475354683,increased,0.5,1,decreased,0.6,0.617808641,decreased,0.5775,0.607038462,increased
sp|Q14232|EI2BA_HUMAN,EI2BA,0.633333333,0.425672964,increased,0.556666667,0.868302204,decreased,0.6,0.591265295,decreased,0.523333333,0.996900209,increased,0.5575,0.774962886,increased,0.6175,0.407005565,decreased
sp|P02675|FIBB_HUMAN,FIBB,0.633333333,0.425672964,increased,0.633333333,0.601068318,increased,0.706666667,0.296886391,decreased,0.56,0.996900209,decreased,0.7,0.521565295,increased,0.555,0.725207243,decreased
sp|Q9P2J3|KLHL9_HUMAN,KLHL9,0.633333333,0.425672964,increased,0.646666667,0.559232228,increased,0.623333333,0.510914218,decreased,0.656666667,0.996900209,decreased,0.71,0.521565295,increased,0.5175,0.92307224,increased
sp|O95372|LYPA2_HUMAN,LYPA2,0.633333333,0.425672964,increased,0.543333333,0.907248369,decreased,0.666666667,0.374866276,decreased,0.576666667,0.996900209,increased,0.5675,0.739084018,increased,0.6575,0.237453734,decreased
sp|O95140|MFN2_HUMAN,MFN2,0.633333333,0.425672964,increased,0.583333333,0.789512494,decreased,0.69,0.321245666,decreased,0.64,0.996900209,increased,0.5375,0.868799178,increased,0.705,0.114173152,decreased
sp|P19838|NFKB1_HUMAN,NFKB1,0.633333333,0.425672964,increased,0.67,0.479099082,decreased,0.513333333,0.956207301,increased,0.523333333,0.996900209,increased,0.5275,0.909996475,decreased,0.6175,0.407005565,decreased
sp|Q12765|SCRN1_HUMAN,SCRN1,0.663333333,0.318122064,decreased,0.53,0.935104022,increased,0.52,0.932451087,increased,0.613333333,0.996900209,increased,0.6,0.617808641,decreased,0.5375,0.814472066,increased
sp|Q93052|LPP_HUMAN,LPP,0.593333333,0.588183349,decreased,0.54,0.915622684,decreased,0.5,1,decreased,0.633333333,0.996900209,increased,0.6,0.617808641,decreased,0.53,0.852120041,decreased
sp|P08648|ITA5_HUMAN,ITA5,0.606666667,0.528340472,decreased,0.526666667,0.947882682,decreased,0.506666667,0.984480413,increased,0.626666667,0.996900209,increased,0.6,0.617808641,decreased,0.515,0.937764523,decreased
sp|Q02218|ODO1_HUMAN,ODO1,0.53,0.883376761,decreased,0.603333333,0.717991265,decreased,0.586666667,0.64232523,increased,0.546666667,0.996900209,increased,0.6,0.617808641,decreased,0.5125,0.950158038,decreased
sp|Q8IUK5|PLDX1_HUMAN,PLDX1,0.633333333,0.425672964,increased,0.63,0.618560545,decreased,0.696666667,0.310251449,decreased,0.693333333,0.996900209,increased,0.5025,1,increased,0.745,0.053338857,decreased
sp|Q16762|THTR_HUMAN,THTR,0.55,0.799788994,decreased,0.583333333,0.789512494,decreased,0.573333333,0.686849378,increased,0.56,0.996900209,increased,0.6,0.617808641,decreased,0.5075,0.97479101,decreased
sp|Q9Y296|TPPC4_HUMAN,TPPC4,0.613333333,0.500799996,decreased,0.52,0.956699224,decreased,0.51,0.970909944,increased,0.623333333,0.996900209,increased,0.6,0.617808641,decreased,0.5075,0.97479101,decreased
sp|P51812|KS6A3_HUMAN,KS6A3,0.88,0.018027229,decreased,0.75,0.267314181,increased,0.796666667,0.158095946,increased,0.666666667,0.996900209,decreased,0.5975,0.626083156,decreased,0.91,0.000815697,increased
sp|Q14C86|GAPD1_HUMAN,GAPD1,0.8,0.053720889,decreased,0.67,0.479099082,increased,0.79,0.159982758,increased,0.66,0.996900209,decreased,0.5975,0.626083156,decreased,0.845,0.00503132,increased
